age,gender,country,salary,balance,account_type,num_products,has_cr_card,is_active_member,tenure_years,estimated_salary,churn,membership_duration_years
60.0,Female,India,62381.06,44853.26,Savings,1,0,1,9,57524.76,0,7.389041095890411
24.0,Male,Germany,72246.03,35400.99,Business,3,1,1,9,81137.09,0,4.3342465753424655
66.0,Female,France,39426.27,48071.48,Savings,2,1,1,6,81450.24,0,8.904109589041095
71.0,Female,France,43996.45,17776.52,Checking,1,0,0,0,65568.67,0,2.1945205479452055
62.0,Male,UK,66573.59,8609.26,Checking,1,0,1,5,130382.99,0,8.597260273972603
21.0,Female,USA,57919.3,15986.06,Savings,4,1,0,0,44014.25,1,2.3945205479452056
31.0,Female,Cambodia,63662.46,42400.59,Checking,2,0,0,9,55031.92,0,6.208219178082191
59.0,Male,Germany,-5361.03,61210.53,Savings,3,1,1,4,29988.75,0,2.9424657534246577
59.0,Female,India,52627.19,17829.98,Checking,4,1,1,5,64821.65,0,7.391780821917808
27.0,Male,Germany,81331.74,21331.83,Savings,1,1,1,2,50187.69,0,3.9835616438356163
61.0,Male,USA,44603.13,37305.31,Checking,1,0,1,8,73318.37,0,5.317808219178082
51.0,Male,Germany,72163.14,103924.25,Savings,4,0,0,8,58906.28,0,1.8054794520547945
40.0,Female,Cambodia,20930.37,54280.96,Business,2,1,1,8,114144.93,0,3.249315068493151
26.0,Male,USA,70445.44,31429.39,Checking,3,1,0,1,51509.68,0,6.52054794520548
54.0,Male,USA,58638.38,24193.34,Business,1,1,1,0,52660.12,1,1.273972602739726
70.0,Female,USA,81161.66,28920.97,Savings,3,1,0,2,66480.96,0,5.802739726027397
31.0,Male,India,52203.98,51985.43,Savings,1,0,0,7,56928.98,1,2.8164383561643835
24.0,Female,Germany,44184.52,17603.0,Checking,1,1,0,1,101145.54,1,3.4821917808219176
24.0,Male,France,41479.5,36926.89,Savings,3,1,1,6,43291.91,0,6.06027397260274
26.0,Female,France,36191.37,17924.81,Checking,1,0,1,5,143092.9,0,1.8465753424657534
20.0,Female,India,71666.19,26647.29,Checking,4,1,1,5,73456.6,0,5.0849315068493155
31.0,Female,UK,52197.55,4711.31,Savings,4,1,1,5,40276.41,1,9.202739726027398
34.0,Male,Cambodia,88563.02,81364.82,Business,3,1,1,4,150072.73,0,7.942465753424657
67.0,Female,USA,-13808.29,41128.73,Checking,3,0,1,6,80121.49,0,6.189041095890411
39.0,Female,USA,68990.74,60815.25,Savings,4,1,1,0,3244.53,0,6.531506849315068
63.0,Male,USA,57729.4,33190.28,Business,4,1,1,5,102859.74,0,8.265753424657534
43.0,Other,France,27714.67,44182.49,Checking,4,0,1,7,57550.87,0,6.471232876712329
45.0,Male,USA,18503.07,66249.87,Checking,1,1,1,10,97119.48,0,8.558904109589042
62.0,Male,Germany,78777.27,64474.28,Checking,3,0,0,1,85731.4,0,4.342465753424658
31.0,Female,Germany,66053.67,12128.7,Business,2,0,1,5,58019.69,0,1.904109589041096
68.0,Female,India,57438.23,60541.62,Business,3,0,1,10,49517.55,0,7.835616438356165
43.0,Male,France,81245.19,13373.19,Checking,3,1,0,3,42264.4,0,4.126027397260274
19.0,Male,France,45353.2,29844.29,Savings,4,1,1,4,84022.18,0,2.33972602739726
28.0,Female,USA,51589.87,29114.64,Savings,4,1,0,5,31781.69,1,8.7013698630137
34.0,Male,UK,55585.11,45021.89,Savings,3,1,1,8,89121.02,0,5.564383561643836
51.0,Female,Cambodia,54658.5,51050.43,Savings,3,1,1,10,45650.0,0,7.435616438356164
36.0,Female,India,93414.31,58001.29,Checking,3,0,0,1,48800.87,0,8.56986301369863
56.0,Male,India,28639.05,36653.08,Checking,4,1,1,5,66056.55,0,3.484931506849315
35.0,Male,India,11135.74,14184.92,Business,2,0,1,6,33508.39,0,10.005479452054795
22.0,Male,France,77091.27,13844.59,Business,4,1,1,5,17858.48,0,3.5972602739726027
67.0,Male,Cambodia,57480.63,21357.73,Savings,1,0,0,8,66095.42,0,2.106849315068493
40.0,Male,USA,20031.99,49178.82,Savings,1,0,0,5,88366.81,0,1.6465753424657534
73.0,Male,Germany,62491.63,6298.87,Savings,1,1,1,9,38036.01,0,8.495890410958904
41.0,Female,UK,51900.37,23944.2,Checking,2,1,0,1,50413.58,1,3.5287671232876714
46.0,Female,UK,73987.36,52815.89,Savings,1,0,0,8,57388.87,0,5.83013698630137
65.0,Female,Cambodia,79856.66,48690.79,Business,2,0,1,0,110794.58,0,4.936986301369863
64.0,Male,USA,122953.97,18953.5,Savings,1,1,1,5,123364.55,0,8.967123287671233
25.0,Female,France,30446.23,17003.37,Business,1,0,0,4,70136.31,0,5.498630136986302
43.0,Other,India,13431.0,66508.56,Savings,3,1,1,7,54890.6,0,9.972602739726028
32.0,Female,Cambodia,74727.94,42495.78,Savings,3,0,0,9,15653.68,0,8.63013698630137
74.0,Female,Cambodia,84667.82,18742.18,Savings,1,1,1,10,58985.3,0,3.767123287671233
18.0,Male,Germany,28107.64,34178.32,Savings,1,1,1,8,105958.75,1,4.506849315068493
45.0,Female,Germany,28131.78,56729.62,Savings,3,0,1,2,65298.85,0,1.3643835616438356
66.0,Male,Cambodia,68609.16,17119.21,Checking,4,0,1,7,58691.1,0,9.654794520547945
64.0,Female,UK,102862.07,16702.69,Business,1,0,1,4,74426.87,0,7.715068493150685
63.0,Female,Cambodia,38084.78,39412.25,Business,3,0,1,9,124901.67,0,1.1972602739726028
31.0,Female,France,62176.67,7954.62,Checking,3,0,0,1,-25759.11,0,1.9589041095890412
59.0,Female,India,12521.38,21534.86,Checking,2,1,1,10,133537.33,0,4.419178082191781
48.0,Male,France,57158.81,-18138.77,Savings,4,1,1,9,85745.34,0,4.219178082191781
23.0,Male,India,96688.51,36662.57,Savings,2,0,1,1,36128.83,0,1.1479452054794521
66.0,Female,USA,42333.06,47250.72,Business,4,1,1,8,54045.62,0,6.578082191780822
22.0,Male,France,77160.26,74004.87,Savings,4,1,0,7,80024.17,0,9.295890410958904
48.0,Male,Cambodia,40705.95,46934.39,Checking,4,1,0,8,23412.48,1,4.402739726027397
54.0,Male,Cambodia,62258.31,14478.24,Savings,1,0,1,7,52148.16,0,5.975342465753425
32.0,Male,Germany,111933.03,25962.93,Checking,4,1,0,6,28582.39,0,6.043835616438356
32.0,Other,France,104827.54,72223.62,Savings,3,1,0,7,48937.67,0,8.75068493150685
69.0,Male,France,109014.2,44077.64,Savings,3,1,1,2,54297.44,0,9.186301369863013
60.0,Female,Cambodia,69939.31,55962.64,Business,3,1,0,1,55034.13,0,1.8821917808219177
22.0,Female,Cambodia,54743.44,23532.47,Checking,1,1,0,7,70094.96,0,3.6136986301369864
45.0,Male,France,67123.14,30677.37,Checking,3,0,1,2,45763.04,0,1.5671232876712329
50.0,Female,India,71651.21,33620.41,Checking,2,0,1,2,49944.1,0,8.284931506849315
28.0,Male,India,69732.87,53406.94,Business,2,0,0,2,111699.16,0,9.271232876712329
60.0,Female,USA,42215.34,26430.58,Savings,2,1,1,0,123358.4,0,2.778082191780822
23.0,Male,USA,41211.01,47054.17,Business,4,1,1,6,44485.88,0,4.5479452054794525
40.0,Male,India,45093.55,34986.23,Checking,4,0,1,0,76452.08,0,5.5479452054794525
57.0,Male,India,86757.89,10737.43,Business,3,0,1,7,96730.79,0,5.073972602739726
19.0,Male,UK,89475.93,34942.41,Checking,1,0,1,0,83859.6,0,2.0876712328767124
32.0,Female,France,139585.85,57084.67,Business,2,1,0,0,84643.49,0,7.64931506849315
40.0,Male,France,70641.14,35122.04,Checking,1,1,1,4,72343.7,0,6.501369863013698
39.0,Female,Germany,40289.27,28427.16,Savings,2,1,1,1,44511.3,0,4.035616438356165
64.0,Female,India,56062.45,42797.82,Checking,1,1,1,4,94207.97,1,5.3342465753424655
57.0,Female,USA,97656.22,7367.54,Checking,2,0,1,2,6009.58,0,1.736986301369863
47.0,Female,Cambodia,78323.47,29222.89,Savings,2,0,1,7,73046.0,0,2.9945205479452053
63.0,Female,Cambodia,58578.91,39706.69,Checking,4,1,0,3,131612.37,1,8.432876712328767
64.0,Male,France,23213.09,45219.24,Checking,3,0,1,4,43137.5,0,1.9726027397260273
69.0,Male,France,74811.95,31773.4,Checking,1,1,1,6,19833.8,0,4.52054794520548
62.0,Other,India,44719.15,35281.62,Business,4,1,0,3,66478.38,0,1.263013698630137
18.0,Female,India,78920.46,21311.87,Business,3,1,1,2,138714.54,0,4.64931506849315
55.0,Female,Germany,90216.67,33558.79,Business,4,1,1,10,91071.0,0,2.5178082191780824
25.0,Other,Germany,42676.44,39958.83,Business,3,0,0,0,23806.75,0,4.473972602739726
69.0,Female,UK,55949.63,24237.2,Business,1,1,1,0,30291.47,0,1.0356164383561643
35.0,Male,USA,48017.33,44247.9,Checking,1,1,1,6,99167.83,0,3.947945205479452
44.0,Female,UK,54543.5,41978.24,Savings,2,0,1,6,31745.42,0,3.5643835616438357
49.0,Male,France,32493.72,35678.22,Savings,2,0,1,8,17512.87,1,5.682191780821918
66.0,Female,USA,94215.49,63345.17,Savings,4,1,1,9,65394.81,1,4.947945205479452
49.0,Male,USA,-5992.89,64928.97,Checking,3,1,1,1,72578.9,0,3.9726027397260273
70.0,Male,UK,72602.86,48649.53,Checking,1,0,1,8,43777.71,0,6.2
65.0,Male,USA,67083.31,60400.2,Business,1,1,1,7,98839.45,1,5.235616438356164
62.0,Female,Germany,101347.97,31940.16,Business,1,1,1,3,77310.38,0,4.734246575342466
71.0,Other,France,54090.35,46390.73,Checking,1,0,1,3,90108.43,0,8.312328767123288
53.0,Male,UK,50717.43,38276.58,Checking,2,0,1,9,62711.71,0,6.517808219178082
38.0,Male,Cambodia,68889.09,71896.51,Savings,1,0,1,3,72207.92,0,4.695890410958904
48.0,Female,India,41572.9,66606.88,Business,4,1,1,6,59066.24,0,3.0
54.0,Male,USA,36329.67,39959.23,Savings,2,1,1,2,47722.04,0,6.402739726027397
33.0,Female,India,34851.08,48036.52,Business,2,0,1,8,87262.15,0,7.1506849315068495
63.0,Female,Cambodia,62132.72,30278.42,Savings,4,0,0,5,68893.93,0,9.238356164383562
63.0,Male,USA,55136.59,49747.43,Savings,4,1,1,1,57077.85,0,2.2164383561643834
74.0,Male,France,63680.75,57633.86,Savings,2,1,1,0,71522.4,0,4.073972602739726
41.0,Other,Germany,29931.96,24952.64,Checking,3,1,1,0,76508.83,0,7.109589041095891
42.0,Female,UK,6936.23,54012.54,Checking,1,0,1,8,140785.74,1,9.468493150684932
63.0,Female,USA,33596.04,-13774.29,Checking,1,1,0,6,99581.2,0,3.0712328767123287
68.0,Female,UK,79094.16,22681.45,Checking,1,0,0,9,56868.3,1,7.043835616438356
34.0,Female,India,84616.94,41748.2,Savings,1,1,1,10,84122.0,0,6.764383561643836
59.0,Male,Cambodia,87178.64,34816.34,Checking,1,1,1,3,59785.41,0,2.506849315068493
62.0,Female,UK,70157.91,62114.4,Checking,4,0,1,0,13958.93,0,6.641095890410959
21.0,Male,India,67341.26,6971.13,Savings,4,1,0,6,36595.39,0,8.668493150684931
28.0,Male,Cambodia,109981.6,49462.9,Savings,4,0,0,4,76883.7,0,9.254794520547945
32.0,Male,UK,43701.51,37108.91,Business,1,1,1,9,56799.83,0,3.736986301369863
47.0,Male,UK,55190.44,71443.96,Savings,3,0,0,4,84794.18,0,6.6136986301369864
41.0,Female,USA,59063.01,45167.73,Savings,3,1,1,0,37273.78,0,6.517808219178082
19.0,Female,Germany,51968.9,42953.73,Savings,3,1,1,5,83269.19,0,9.665753424657535
60.0,Female,India,73491.7,26393.59,Savings,2,1,1,4,50757.66,0,9.416438356164383
51.0,Female,Cambodia,57441.98,8936.37,Savings,4,1,1,10,58874.76,0,6.698630136986301
40.0,Female,Cambodia,44820.62,29665.83,Savings,4,0,0,9,46217.49,0,1.4876712328767123
48.0,Male,UK,50099.29,66617.96,Savings,1,0,0,7,23649.95,0,6.594520547945206
54.0,Male,India,90440.58,38818.33,Checking,3,1,1,3,104944.61,0,1.0904109589041096
30.0,Male,Cambodia,67929.15,27175.55,Savings,3,1,1,6,62371.58,0,3.043835616438356
50.0,Female,France,18093.08,16900.06,Business,4,0,1,6,101861.58,0,3.23013698630137
24.0,Male,India,97765.61,45775.88,Savings,1,1,1,9,-19659.61,0,1.106849315068493
24.0,Male,Cambodia,75978.27,42139.33,Savings,2,0,1,0,38715.4,0,6.4
59.0,Female,USA,83226.79,25776.25,Checking,4,0,1,10,87157.15,1,3.9863013698630136
55.0,Male,Cambodia,84518.3,29786.77,Checking,1,0,1,4,78062.49,1,3.347945205479452
69.0,Female,India,37022.16,47842.4,Checking,4,1,1,7,106729.22,1,5.457534246575342
61.0,Male,Cambodia,33244.63,16001.36,Checking,4,0,0,1,56237.0,0,9.167123287671233
30.0,Male,Cambodia,119910.03,35130.72,Checking,1,1,1,6,44694.01,0,6.284931506849315
41.0,Female,Germany,42548.06,4455.99,Savings,1,1,1,1,45851.24,0,4.6136986301369864
45.0,Other,India,69466.34,32738.86,Savings,2,1,1,8,69426.56,0,2.356164383561644
49.0,Female,France,100786.62,44939.81,Checking,1,0,1,4,65944.44,0,7.567123287671233
60.0,Female,Cambodia,48912.35,50827.97,Checking,3,1,1,3,67607.76,0,8.983561643835616
35.0,Female,India,50996.94,57685.16,Business,1,1,0,9,63855.27,0,1.5726027397260274
51.0,Female,Cambodia,83161.6,48171.46,Checking,2,1,1,3,64008.17,0,4.438356164383562
65.0,Male,USA,65321.85,26864.22,Business,4,0,0,6,99810.24,0,6.271232876712329
51.0,Male,France,72377.81,-1207.57,Savings,3,1,1,3,66234.33,0,9.657534246575343
68.0,Male,USA,57989.34,54813.14,Business,3,1,1,1,43852.56,0,7.23013698630137
55.0,Other,Cambodia,46840.85,24508.03,Savings,1,0,1,10,77458.35,1,5.079452054794521
60.0,Female,Germany,89849.4,72431.25,Business,4,0,0,4,88776.72,1,6.2246575342465755
67.0,Male,USA,52609.53,33788.95,Savings,3,0,1,9,93960.8,0,8.594520547945205
59.0,Male,Germany,70718.09,44779.45,Savings,1,1,1,3,28511.54,0,5.8493150684931505
48.0,Other,Cambodia,35779.99,39562.32,Checking,4,1,1,10,35572.79,0,9.775342465753425
67.0,Male,USA,111006.98,34711.73,Checking,2,0,1,10,85770.81,1,6.726027397260274
18.0,Female,UK,67971.87,27259.6,Checking,4,0,0,9,32120.69,1,1.0657534246575342
68.0,Male,India,68490.3,23324.22,Business,4,0,0,4,85227.13,0,3.547945205479452
33.0,Male,UK,83156.97,79509.79,Savings,3,0,0,8,71087.91,1,6.879452054794521
56.0,Female,Germany,47977.61,5848.1,Savings,3,0,1,0,76403.52,0,3.23013698630137
32.0,Male,USA,89843.7,26339.16,Business,1,0,1,10,72551.79,0,4.5479452054794525
50.0,Male,USA,22092.37,17194.48,Business,3,0,1,6,112674.86,0,4.087671232876712
40.0,Female,Cambodia,44639.49,45356.15,Business,4,1,1,8,90808.06,0,1.1972602739726028
70.0,Female,USA,39969.31,26720.43,Checking,3,0,1,10,65322.52,0,9.180821917808219
58.0,Female,USA,12985.05,25020.6,Business,4,0,1,3,111471.78,0,2.361643835616438
51.0,Female,India,46782.87,47835.45,Savings,3,1,0,6,97194.6,0,8.4
34.0,Male,France,58701.21,73702.44,Checking,3,1,1,8,56898.45,1,7.306849315068493
42.0,Male,UK,32752.04,18391.76,Checking,2,0,1,4,85579.52,0,4.904109589041096
73.0,Female,Germany,29141.92,3973.32,Business,2,0,1,3,77013.56,0,9.065753424657535
59.0,Male,USA,61026.88,36250.74,Business,2,0,1,8,87470.43,0,7.780821917808219
23.0,Male,UK,58000.21,51752.25,Checking,2,1,1,8,61027.87,0,4.564383561643836
22.0,Male,UK,28346.71,47657.78,Business,4,1,1,9,69571.49,0,1.5917808219178082
57.0,Female,Germany,50136.58,24034.89,Checking,2,0,0,1,42930.29,0,1.1917808219178083
57.0,Male,USA,43343.14,82837.51,Checking,1,1,0,0,44114.75,1,6.419178082191781
47.0,Male,Germany,62146.96,47285.39,Savings,2,0,1,8,65006.16,0,4.531506849315068
22.0,Male,USA,46029.19,25310.67,Business,2,1,1,7,108366.5,0,5.413698630136986
29.0,Female,France,59031.15,19959.52,Savings,3,1,1,4,45627.85,0,1.4493150684931506
24.0,Male,Cambodia,27229.56,40407.5,Checking,4,0,1,4,95573.97,0,6.372602739726028
62.0,Female,Germany,25078.83,48475.98,Checking,2,1,1,3,125285.64,0,7.016438356164383
30.0,Female,UK,73938.5,8846.97,Savings,1,0,1,7,73294.69,0,3.410958904109589
66.0,Male,Cambodia,79133.81,35222.4,Checking,1,1,0,7,79900.88,0,7.243835616438356
67.0,Female,Germany,60690.9,41675.08,Checking,2,0,1,3,114335.8,0,8.435616438356165
59.0,Female,Cambodia,48757.17,47478.38,Business,3,0,1,6,91236.13,0,5.602739726027397
20.0,Male,USA,87430.64,64818.34,Savings,1,0,1,4,48133.63,1,1.1534246575342466
29.0,Female,Cambodia,54922.48,-27187.78,Checking,4,0,0,9,27424.06,0,6.961643835616439
18.0,Female,France,47528.11,39368.21,Checking,4,0,1,8,53279.19,1,8.126027397260273
44.0,Male,USA,84157.47,-12028.06,Checking,2,1,0,8,93717.79,0,2.26027397260274
60.0,Male,Cambodia,40647.99,34098.74,Checking,1,0,1,8,41338.83,0,2.797260273972603
67.0,Male,India,63915.41,60981.96,Savings,3,1,1,6,67227.85,0,2.786301369863014
30.0,Male,UK,33788.25,32428.14,Savings,4,0,0,3,62605.02,0,1.158904109589041
34.0,Male,USA,76613.74,16311.37,Business,3,1,1,2,35858.29,0,8.67123287671233
25.0,Male,Germany,80385.47,51511.45,Savings,2,1,0,5,62042.78,0,1.7397260273972603
49.0,Male,India,27782.66,37796.91,Savings,3,0,0,4,97453.12,1,6.317808219178082
37.0,Female,France,23883.96,38781.89,Business,2,1,1,10,69263.86,0,1.3150684931506849
68.0,Female,Germany,67213.54,78148.4,Business,3,1,1,1,68737.58,0,8.657534246575343
34.0,Female,France,108520.47,4859.62,Checking,2,1,1,6,50227.45,0,5.441095890410959
51.0,Female,India,82099.28,22272.85,Business,2,0,1,9,1197.74,0,5.523287671232877
52.0,Male,Germany,54691.63,42522.22,Savings,1,0,0,4,66891.27,0,9.95890410958904
55.0,Female,Cambodia,29596.96,15790.72,Checking,4,1,0,10,116213.37,0,7.2684931506849315
59.0,Male,Germany,77926.86,26782.73,Savings,1,1,0,4,35547.5,0,7.67945205479452
41.0,Male,UK,83069.35,33630.73,Savings,1,0,1,1,56335.69,0,6.205479452054795
71.0,Male,USA,44221.02,31957.18,Checking,4,1,1,8,67564.99,0,6.298630136986302
35.0,Male,UK,53831.8,48949.46,Checking,4,1,0,7,56188.84,1,6.263013698630137
67.0,Male,Germany,61173.91,33996.94,Savings,4,0,0,2,81429.53,0,7.758904109589041
63.0,Male,Germany,105321.16,47991.76,Checking,2,1,1,8,89811.87,0,8.764383561643836
65.0,Male,France,61628.83,10942.26,Checking,2,1,0,1,87063.79,0,5.558904109589041
56.0,Female,Germany,35476.2,37893.04,Savings,1,1,0,1,84968.37,0,2.4136986301369863
50.0,Male,USA,31083.94,35691.48,Business,3,1,1,4,93225.16,1,1.4164383561643836
66.0,Female,UK,37219.39,51873.57,Checking,1,1,1,5,47590.08,1,1.3863013698630138
40.0,Female,Cambodia,91600.55,85396.09,Savings,4,0,1,3,64970.03,1,8.063013698630137
54.0,Male,India,51362.66,20929.15,Savings,3,0,1,6,88150.91,0,7.498630136986302
18.0,Male,Cambodia,38684.2,33996.44,Checking,4,1,0,0,72687.06,0,2.7424657534246575
38.0,Male,Cambodia,68599.24,28225.99,Business,3,0,1,7,101812.21,0,5.909589041095891
66.0,Female,France,68804.19,24422.52,Checking,4,0,1,7,17329.05,0,6.063013698630137
27.0,Male,India,68586.48,23360.36,Savings,2,0,0,5,38222.9,1,9.175342465753424
48.0,Male,Cambodia,26317.38,12112.13,Savings,1,1,1,6,91603.54,0,7.994520547945205
61.0,Male,Cambodia,64425.03,9090.77,Savings,1,1,1,9,70621.72,0,3.6027397260273974
42.0,Male,India,35602.24,48100.66,Savings,2,1,1,10,42958.62,0,4.63013698630137
37.0,Male,Germany,60047.28,27874.34,Business,3,0,1,1,33635.51,1,4.120547945205479
74.0,Other,Cambodia,40805.64,38641.32,Business,4,1,1,2,85502.63,0,4.504109589041096
19.0,Male,France,86760.8,17603.92,Savings,3,0,1,6,63708.19,0,2.0246575342465754
72.0,Male,France,68436.17,46581.2,Savings,4,1,1,8,55785.58,0,1.747945205479452
65.0,Female,Germany,56419.18,20926.98,Checking,2,1,0,5,76354.14,0,1.7315068493150685
32.0,Female,Cambodia,94509.44,8222.44,Checking,2,1,0,1,3825.15,0,2.0931506849315067
45.0,Female,USA,50687.69,66362.4,Savings,1,0,1,7,21957.74,0,7.375342465753425
30.0,Female,Germany,24623.18,39154.91,Checking,2,0,1,5,14649.97,0,1.819178082191781
67.0,Female,France,86396.84,28755.56,Business,4,0,0,6,74590.32,0,7.197260273972603
69.0,Female,India,66305.25,31156.7,Checking,1,1,1,6,67280.09,1,4.167123287671233
71.0,Male,USA,52033.07,27815.37,Checking,2,1,1,5,12272.47,0,3.5013698630136987
31.0,Female,Cambodia,43906.37,44864.77,Business,4,0,0,9,37582.14,0,2.164383561643836
19.0,Female,France,80340.88,-1104.4,Savings,1,0,0,8,35039.16,0,3.1561643835616437
51.0,Other,Germany,40832.13,37251.11,Business,1,1,1,0,97605.77,0,4.673972602739726
52.0,Male,UK,74133.51,149.4,Checking,1,0,1,7,34842.76,0,2.6767123287671235
54.0,Male,France,66265.15,-3131.99,Checking,3,0,1,7,114479.92,0,6.7835616438356166
42.0,Other,UK,39264.51,53058.9,Business,3,1,0,6,19263.94,0,8.189041095890412
65.0,Male,USA,60096.46,38335.7,Savings,2,1,0,5,94864.49,0,9.978082191780821
71.0,Female,India,46333.69,38605.62,Checking,3,1,1,9,52971.47,0,6.841095890410959
32.0,Male,UK,91008.46,12623.41,Checking,1,1,1,10,33251.8,0,9.178082191780822
29.0,Female,UK,43777.07,62803.24,Savings,3,1,1,8,94827.0,0,1.7287671232876711
26.0,Female,UK,97721.84,55119.02,Savings,4,1,0,4,91871.14,0,5.178082191780822
48.0,Male,UK,63285.29,7817.52,Savings,1,1,0,2,73648.79,0,2.254794520547945
31.0,Male,UK,16362.17,32824.89,Savings,1,1,1,5,133132.11,0,9.893150684931507
46.0,Male,USA,5672.03,26807.86,Business,2,1,0,3,61712.36,0,7.424657534246576
70.0,Female,Cambodia,54784.82,34107.21,Business,1,1,1,10,95361.9,0,3.4602739726027396
65.0,Female,Cambodia,93340.65,56753.39,Business,3,0,1,8,65455.26,0,6.3123287671232875
60.0,Male,France,90765.5,27382.27,Savings,1,1,1,6,64143.69,0,3.0356164383561643
55.0,Male,India,64157.83,54674.48,Business,4,0,1,1,99802.87,0,3.4027397260273973
59.0,Female,France,41573.29,388.75,Savings,1,1,1,10,34744.51,0,7.5698630136986305
25.0,Female,USA,49567.53,22696.92,Checking,2,1,1,10,29934.94,0,3.23013698630137
65.0,Male,USA,65183.75,26965.11,Savings,3,1,1,7,82331.14,0,7.257534246575342
20.0,Male,UK,87182.66,24188.71,Savings,2,1,1,9,52792.23,0,9.953424657534246
19.0,Female,USA,74229.99,35487.25,Business,2,1,1,7,83689.45,0,8.895890410958904
33.0,Female,USA,84207.11,38158.12,Checking,2,0,1,2,30929.53,0,2.7041095890410958
36.0,Female,UK,76091.87,39608.52,Checking,4,0,1,9,79991.81,0,7.23013698630137
47.0,Female,USA,83472.12,52725.17,Business,3,1,1,1,79162.9,0,9.09041095890411
58.0,Female,USA,3470.01,49669.14,Savings,3,1,1,10,99125.89,0,4.972602739726027
33.0,Female,USA,37686.05,4958.56,Savings,1,1,1,5,122804.41,0,1.273972602739726
48.0,Female,Germany,32379.68,37998.37,Business,1,1,1,3,89313.73,0,6.865753424657535
71.0,Male,Cambodia,30003.58,22758.89,Savings,3,1,1,10,49322.97,0,3.3068493150684932
45.0,Male,France,60139.25,51392.33,Checking,2,1,0,3,23550.6,0,2.2273972602739724
21.0,Male,Germany,23818.01,60910.68,Savings,3,1,0,5,115151.52,0,5.002739726027397
27.0,Female,France,36405.84,51832.41,Checking,1,0,1,0,24666.13,0,8.052054794520547
68.0,Female,UK,57532.36,73120.62,Checking,4,1,1,6,-11024.52,1,9.871232876712329
62.0,Male,UK,19909.78,50060.92,Checking,1,1,0,2,65432.88,0,9.123287671232877
35.0,Female,Cambodia,47845.8,54977.94,Checking,2,0,0,8,114288.72,0,7.8493150684931505
49.0,Male,France,29364.56,34502.43,Business,1,0,0,1,88805.6,0,8.723287671232876
53.0,Female,India,39845.66,40771.14,Savings,2,1,1,1,136302.68,0,5.008219178082192
26.0,Female,France,66791.23,16728.85,Checking,1,0,1,1,37869.61,0,6.2904109589041095
53.0,Female,France,32344.92,16529.76,Savings,2,1,1,9,23637.84,0,4.758904109589041
46.0,Female,UK,71333.99,-1209.43,Checking,4,1,0,1,34844.32,0,7.36986301369863
33.0,Male,UK,52410.43,42441.18,Checking,4,0,0,7,32740.55,0,1.6383561643835616
45.0,Female,USA,71654.92,14391.3,Checking,2,0,1,8,86462.46,0,8.98904109589041
38.0,Male,USA,46370.01,48433.28,Business,4,0,1,3,78976.18,0,3.0465753424657533
64.0,Male,UK,73901.55,49482.46,Business,1,1,1,5,68723.61,0,5.372602739726028
73.0,Male,USA,81172.49,39436.47,Checking,3,1,1,1,74278.69,0,2.3424657534246576
19.0,Male,Germany,62993.13,42898.46,Savings,1,0,1,6,32142.35,0,6.778082191780822
63.0,Male,Germany,48011.46,55370.84,Checking,1,1,1,8,93817.49,0,3.6027397260273974
52.0,Male,Cambodia,54157.63,58001.15,Savings,1,0,1,5,50251.53,0,5.4301369863013695
45.0,Male,USA,65072.96,49104.34,Business,3,1,1,8,105576.94,0,9.72054794520548
72.0,Female,France,75574.08,44740.52,Checking,2,1,1,2,129885.61,0,6.054794520547945
48.0,Male,Germany,92707.76,44460.74,Checking,4,0,1,8,44492.03,0,5.402739726027397
50.0,Male,Cambodia,35566.99,28689.95,Savings,2,1,1,1,67779.82,0,10.005479452054795
40.0,Male,Germany,65302.69,-12944.6,Business,2,0,1,10,37896.74,0,2.786301369863014
58.0,Male,France,56675.34,22888.04,Business,3,0,1,5,53784.31,0,2.6356164383561644
34.0,Female,France,90449.91,-1562.45,Checking,4,1,0,4,28504.49,1,4.153424657534247
63.0,Female,Cambodia,42270.68,1963.35,Checking,4,1,0,2,35370.89,0,9.052054794520547
66.0,Male,France,81952.02,56391.93,Business,3,1,1,6,73462.96,0,6.484931506849315
18.0,Male,USA,35324.19,24106.56,Checking,1,0,0,2,86588.94,0,1.2986301369863014
59.0,Female,UK,57350.47,40376.37,Checking,1,0,1,5,39914.66,0,7.098630136986301
40.0,Male,Germany,37887.22,35087.56,Checking,2,0,1,10,118265.74,0,1.9095890410958904
65.0,Male,India,10873.98,61776.6,Checking,4,1,1,3,106793.42,0,3.9643835616438357
44.0,Female,Cambodia,37389.57,36494.19,Business,4,0,1,6,51332.96,0,1.7726027397260273
42.0,Female,France,53562.19,23049.04,Business,3,0,1,1,102362.28,0,3.5452054794520547
49.0,Female,USA,95654.23,64618.01,Savings,2,1,0,3,80650.2,0,8.791780821917808
36.0,Female,Germany,32816.21,25024.77,Checking,3,0,1,2,102649.19,0,3.5835616438356164
41.0,Male,France,44856.75,43344.74,Checking,2,1,1,5,108340.24,0,7.402739726027397
20.0,Male,Germany,88881.98,10160.06,Business,3,0,1,4,69289.64,0,6.975342465753425
29.0,Female,Germany,48488.45,53409.41,Checking,3,0,0,10,26739.02,0,5.967123287671233
52.0,Female,India,51540.83,62079.18,Savings,1,1,1,5,135095.25,0,5.082191780821918
